"location_id","retailer","domain_name","banner","polaris_banner_name","operating_status","address","city","state","zip_code","country","timezone","local_page","distance_miles","pickup_available","dug_available","delivery_available","non_migrated_store","first_found_from_zip"
"1813","Carrs","Carrs","","carrsqc","ACTIVE","1501 Huffman Rd","Anchorage","AK","99515","US","America/Anchorage","https://local.carrsqc.com/ak/anchorage/1501-huffman-rd.html","7.59","True","True","True","False","99501"
"1805","Carrs","Carrs","","carrsqc","ACTIVE","1650 W Northern Lights Blvd","Anchorage","AK","99517","US","America/Anchorage","https://local.carrsqc.com/ak/anchorage/1650-w-northern-lights-blvd.html","2.76","True","True","True","False","99501"
"2628","Carrs","Carrs","","carrsqc","ACTIVE","1725 Abbott Rd","Anchorage","AK","99507","US","America/Anchorage","https://local.carrsqc.com/ak/anchorage/1725-abbott-rd.html","5.32","True","True","True","False","99501"
"720","Carrs","Carrs","","carrsqc","ACTIVE","2920 Seward Hwy","Anchorage","AK","99503","US","America/Anchorage","https://local.carrsqc.com/ak/anchorage/2920-seward-hwy.html","1.87","True","True","True","False","99501"
"1812","Carrs","Carrs","","carrsqc","ACTIVE","4000 W Dimond Blvd","Anchorage","AK","99502","US","America/Anchorage","https://local.carrsqc.com/ak/anchorage/4000-w-dimond-blvd.html","6.66","True","True","True","False","99501"
"1809","Carrs","Carrs","","carrsqc","ACTIVE","5600 Debarr Rd","Anchorage","AK","99504","US","America/Anchorage","https://local.carrsqc.com/ak/anchorage/5600-debarr-rd.html","2.55","True","True","True","False","99501"
"1817","Carrs","Carrs","","carrsqc","ACTIVE","7731 E Northern Lights Blvd","Anchorage","AK","99504","US","America/Anchorage","https://local.carrsqc.com/ak/anchorage/7731-e-northern-lights-blvd.html","4.1","True","True","True","False","99501"
"1807","Carrs","Carrs","","carrsqc","ACTIVE","11409 Business Park Blvd","Eagle River","AK","99577","US","America/Anchorage","https://local.carrsqc.com/ak/eagle-river/11409-business-park-blvd.html","11.77","True","True","True","False","99501"
"1739","Carrs","Carrs","","carrsqc","ACTIVE","664 E Palmer-Wasilla Hwy","Palmer","AK","99645","US","America/Anchorage","https://local.carrsqc.com/ak/palmer/664-e-palmer-wasilla-hwy.html","35.51","True","True","True","False","99501"
"1811","Carrs","Carrs","","carrsqc","ACTIVE","595 E Parks Hwy","Wasilla","AK","99654","US","America/Anchorage","https://local.carrsqc.com/ak/wasilla/595-e-parks-hwy.html","28.67","True","True","True","False","99501"
"1839","Eagle","Eagle","","carrsqc","ACTIVE","147 Hightower Rd","Girdwood","AK","99587","US","America/Anchorage","https://local.safeway.com/safeway/ak/girdwood/147-hightower-rd.html","29.79","True","True","False","False","99501"
"1835","Eagle","Eagle","","carrsqc","ACTIVE","415 Bering St","Nome","AK","99762","US","America/Anchorage","https://local.safeway.com/safeway/ak/nome/415-bering-st.html","503.46","True","True","False","False","99709"
"4819","Market Center","Market Center","","safeway","ACTIVE","210 Baranof St","Sitka","AK","99835","US","America/Anchorage","http://local.safeway.com/index.html","92.71","False","False","False","False","99801"
"3410","Safeway","Safeway","","safeway","ACTIVE","30 College Rd","Fairbanks","AK","99701","US","America/Anchorage","https://local.safeway.com/safeway/ak/fairbanks/30-college-rd.html","260.13","True","True","True","False","99501"
"2754","Safeway","Safeway","","safeway","ACTIVE","3627 Airport Way","Fairbanks","AK","99709","US","America/Anchorage","https://local.safeway.com/safeway/ak/fairbanks/3627-airport-way.html","258.21","True","True","True","False","99501"
"1832","Safeway","Safeway","","safeway","ACTIVE","90 Sterling Hwy","Homer","AK","99603","US","America/Anchorage","https://local.safeway.com/safeway/ak/homer/90-sterling-hwy.html","123.2","True","True","True","False","99501"
"1820","Safeway","Safeway","","safeway","ACTIVE","3033 Vintage Blvd","Juneau","AK","99801","US","America/Anchorage","https://local.safeway.com/safeway/ak/juneau/3033-vintage-blvd.html","7.94","True","True","True","False","99801"
"1808","Safeway","Safeway","","safeway","ACTIVE","10576 Kenai Spur Hwy","Kenai","AK","99611","US","America/Anchorage","https://local.safeway.com/safeway/ak/kenai/10576-kenai-spur-hwy.html","65.31","True","True","False","False","99501"
"1818","Safeway","Safeway","","safeway","ACTIVE","2417 Tongass Ave","Ketchikan","AK","99901","US","America/Anchorage","https://local.safeway.com/safeway/ak/ketchikan/2417-tongass-ave.html","229.19","True","True","False","False","99801"
"1090","Safeway","Safeway","","safeway","ACTIVE","2685 Mill Bay Rd","Kodiak","AK","99615","US","America/Anchorage","https://local.safeway.com/safeway/ak/kodiak/2685-mill-bay-rd.html","251.71","True","True","False","False","99501"
"1821","Safeway","Safeway","","safeway","ACTIVE","301 N Santa Claus Ln","North Pole","AK","99705","US","America/Anchorage","https://local.safeway.com/safeway/ak/north-pole/301-n-santa-claus-ln.html","256.98","True","True","True","False","99501"
"2728","Safeway","Safeway","","safeway","ACTIVE","1907 Seward Hwy","Seward","AK","99664","US","America/Anchorage","https://local.safeway.com/safeway/ak/seward/1907-seward-hwy.html","76.88","True","True","False","False","99501"
"548","Safeway","Safeway","","safeway","ACTIVE","44428 Sterling Hwy","Soldotna","AK","99669","US","America/Anchorage","https://local.safeway.com/safeway/ak/soldotna/44428-sterling-hwy.html","65.38","True","True","False","False","99501"
"1833","Safeway","Safeway","","safeway","ACTIVE","1313 Meals St","Valdez","AK","99686","US","America/Anchorage","https://local.safeway.com/safeway/ak/valdez/1313-meals-st.html","116.91","True","True","False","False","99501"
"4818","SeaMart","SeaMart","","safeway","ACTIVE","1867 Halibut Point Road","Sitka","AK","99835","US","America/Anchorage","http://local.safeway.com/index.html","92.23","True","True","False","False","99801"
"611","Albertsons","Albertsons","","albertsons","ACTIVE","3710 State Line Ave","Texarkana","AR","71854","US","America/Chicago","https://local.albertsons.com/ar/texarkana/3710-state-line-ave.html","9.06","True","True","True","False","71854"
"1221","Albertsons","Albertsons","","albertsons","ACTIVE","2935 E Riggs Rd","Chandler","AZ","85249","US","America/Phoenix","https://local.albertsons.com/az/chandler/2935-e-riggs-rd.html","15.04","True","True","True","False","85048"
"981","Albertsons","Albertsons","","albertsons","ACTIVE","3145 S Alma School Rd","Chandler","AZ","85248","US","America/Phoenix","https://local.albertsons.com/az/chandler/3145-s-alma-school-rd.html","8.65","True","True","True","False","85044"
"2997","Albertsons","Albertsons","","albertsons","ACTIVE","4060 W Ray Rd","Chandler","AZ","85226","US","America/Phoenix","https://local.albertsons.com/az/chandler/4060-w-ray-rd.html","8.04","True","True","True","False","85042"
"23","Albertsons","Albertsons","","albertsons","ACTIVE","861 E Warner Rd","Gilbert","AZ","85296","US","America/Phoenix","https://local.albertsons.com/az/gilbert/861-e-warner-rd.html","12.54","True","True","True","False","85044"
"3941","Albertsons","Albertsons","","albertsons","ACTIVE","5040 W Cactus Rd","Glendale","AZ","85304","US","America/Phoenix","https://local.albertsons.com/az/glendale/5040-w-cactus-rd.html","11.65","True","True","True","False","85001"
"3204","Albertsons","Albertsons","","albertsons","ACTIVE","1980 Mcculloch Blvd","Lake Havasu City","AZ","86403","US","America/Phoenix","https://local.albertsons.com/az/lake-havasu-city/1980-mcculloch-blvd.html","124.07","True","True","True","False","85364"
"3926","Albertsons","Albertsons","","albertsons","ACTIVE","12970 W Indian School Rd","Litchfield Park","AZ","85340","US","America/Phoenix","https://local.albertsons.com/az/litchfield-park/12970-w-indian-school-rd.html","146.19","True","True","True","False","85364"
"980","Albertsons","Albertsons","","albertsons","ACTIVE","1951 W Baseline Rd","Mesa","AZ","85202","US","America/Phoenix","https://local.albertsons.com/az/mesa/1951-w-baseline-rd.html","8.8","True","True","True","False","85251"
"3989","Albertsons","Albertsons","","albertsons","ACTIVE","2727 N Power Rd","Mesa","AZ","85215","US","America/Phoenix","https://local.albertsons.com/az/mesa/2727-n-power-rd.html","9.68","True","True","True","False","85201"
"958","Albertsons","Albertsons","","albertsons","ACTIVE","325 S Power Rd","Mesa","AZ","85206","US","America/Phoenix","https://local.albertsons.com/az/mesa/325-s-power-rd.html","9.52","True","True","True","False","85201"
"1948","Albertsons","Albertsons","","albertsons","ACTIVE","441 N Val Vista Dr","Mesa","AZ","85213","US","America/Phoenix","https://local.albertsons.com/az/mesa/441-n-val-vista-dr.html","9.67","True","True","True","False","85257"
"1002","Albertsons","Albertsons","","albertsons","ACTIVE","9243 E Baseline Rd","Mesa","AZ","85209","US","America/Phoenix","https://local.albertsons.com/az/mesa/9243-e-baseline-rd.html","9.3","True","True","True","False","85213"
"991","Albertsons","Albertsons","","albertsons","ACTIVE","8240 W Deer Valley Rd","Peoria","AZ","85382","US","America/Phoenix","https://local.albertsons.com/az/peoria/8240-w-deer-valley-rd.html","7.4","True","True","True","False","85304"
"1971","Albertsons","Albertsons","","albertsons","ACTIVE","8950 W Bell Rd","Peoria","AZ","85382","US","America/Phoenix","https://local.albertsons.com/az/peoria/8950-w-bell-rd.html","10.74","True","True","True","False","85021"
"2985","Albertsons","Albertsons","","albertsons","ACTIVE","18411 N Cave Creek Rd","Phoenix","AZ","85032","US","America/Phoenix","https://local.albertsons.com/az/phoenix/18411-n-cave-creek-rd.html","10.58","True","True","True","False","85013"
"25","Albertsons","Albertsons","","albertsons","ACTIVE","21001 N Tatum Blvd Suite 76","Phoenix","AZ","85050","US","America/Phoenix","https://local.albertsons.com/az/phoenix/21001-n-tatum-blvd-suite-76.html","9.33","True","True","True","False","85020"
"4","Albertsons","Albertsons","","albertsons","ACTIVE","3130 W Carefree Hwy","Phoenix","AZ","85086","US","America/Phoenix","https://local.albertsons.com/az/phoenix/3130-w-carefree-hwy.html","109.94","True","True","True","False","86001"
"2952","Albertsons","Albertsons","","albertsons","ACTIVE","8035 N 19th Ave","Phoenix","AZ","85021","US","America/Phoenix","https://local.albertsons.com/az/phoenix/8035-n-19th-ave.html","7.41","True","True","True","False","85001"
"197","Albertsons","Albertsons","","albertsons","ACTIVE","11475 E Via Linda","Scottsdale","AZ","85259","US","America/Phoenix","https://local.albertsons.com/az/scottsdale/11475-e-via-linda.html","8.07","True","True","True","False","85251"
"2955","Albertsons","Albertsons","","albertsons","ACTIVE","2785 N Scottsdale Rd","Scottsdale","AZ","85257","US","America/Phoenix","https://local.albertsons.com/az/scottsdale/2785-n-scottsdale-rd.html","8.66","True","True","True","False","85001"
"966","Albertsons","Albertsons","","albertsons","ACTIVE","6965 N Hayden Rd","Scottsdale","AZ","85250","US","America/Phoenix","https://local.albertsons.com/az/scottsdale/6965-n-hayden-rd.html","11.23","True","True","True","False","85001"
"977","Albertsons","Albertsons","","albertsons","ACTIVE","14551 W Grand Ave","Surprise","AZ","85374","US","America/Phoenix","https://local.albertsons.com/az/surprise/14551-w-grand-ave.html","148.63","True","True","True","False","85364"
"3203","Albertsons","Albertsons","","albertsons","ACTIVE","1350 N Silverbell Rd","Tucson","AZ","85745","US","America/Phoenix","https://local.albertsons.com/az/tucson/1350-n-silverbell-rd.html","37.13","True","True","True","False","85602"
"961","Albertsons","Albertsons","","albertsons","ACTIVE","2854 N Campbell Ave","Tucson","AZ","85719","US","America/Phoenix","https://local.albertsons.com/az/tucson/2854-n-campbell-ave.html","63.14","True","True","True","False","85635"
"2988","Albertsons","Albertsons","","albertsons","ACTIVE","5085 N La Canada Dr","Tucson","AZ","85704","US","America/Phoenix","https://local.albertsons.com/az/tucson/5085-n-la-canada-dr.html","37.6","True","True","True","False","85602"
"963","Albertsons","Albertsons","","albertsons","ACTIVE","6600 E Grant Rd","Tucson","AZ","85715","US","America/Phoenix","https://local.albertsons.com/az/tucson/6600-e-grant-rd.html","59.07","True","True","True","False","85635"
"960","Albertsons","Albertsons","","albertsons","ACTIVE","7300 N La Cholla Blvd","Tucson","AZ","85741","US","America/Phoenix","https://local.albertsons.com/az/tucson/7300-n-la-cholla-blvd.html","22.54","True","True","True","False","85747"
"3931","Albertsons","Albertsons","","albertsons","ACTIVE","2378 W 24th St","Yuma","AZ","85364","US","America/Phoenix","https://local.albertsons.com/az/yuma/2378-w-24th-st.html","2.28","True","True","True","False","85364"
"2951","Albertsons","Albertsons","","albertsons","ACTIVE","252 W 32nd St","Yuma","AZ","85364","US","America/Phoenix","https://local.albertsons.com/az/yuma/252-w-32nd-st.html","4.11","True","True","True","False","85364"
"253","Safeway","Safeway","","safeway","ACTIVE","3185 W Apache Trail","Apache Junction","AZ","85120","US","America/Phoenix","https://local.safeway.com/safeway/az/apache-junction/3185-w-apache-trail.html","57.45","True","True","True","False","85541"
"1275","Safeway","Safeway","","safeway","ACTIVE","599 W 4th St","Benson","AZ","85602","US","America/Phoenix","https://local.safeway.com/safeway/az/benson/599-w-4th-st.html","26.88","True","True","True","False","85635"
"261","Safeway","Safeway","","safeway","ACTIVE","101 Naco Hwy","Bisbee","AZ","85603","US","America/Phoenix","https://local.safeway.com/safeway/az/bisbee/101-naco-hwy.html","21.68","True","True","False","False","85635"
"248","Safeway","Safeway","","safeway","ACTIVE","1751 Hwy 95","Bullhead City","AZ","86442","US","America/Phoenix","https://local.safeway.com/safeway/az/bullhead-city/1751-hwy-95.html","46.56","True","True","True","False","86403"
"1706","Safeway","Safeway","","safeway","ACTIVE","1637 N Trekell Rd","Casa Grande","AZ","85122","US","America/Phoenix","https://local.safeway.com/safeway/az/casa-grande/1637-n-trekell-rd.html","32.12","True","True","True","False","85132"
"1543","Safeway","Safeway","","safeway","ACTIVE","29834 N Cave Creek Rd","Cave Creek","AZ","85331","US","America/Phoenix","https://local.safeway.com/safeway/az/cave-creek/29834-n-cave-creek-rd.html","111.64","True","True","True","False","86001"
"1605","Safeway","Safeway","","safeway","ACTIVE","1060 E Ray Rd","Chandler","AZ","85225","US","America/Phoenix","https://local.safeway.com/safeway/az/chandler/1060-e-ray-rd.html","9.58","True","True","True","False","85044"
"1604","Safeway","Safeway","","safeway","ACTIVE","1159 W Chandler Blvd","Chandler","AZ","85224","US","America/Phoenix","https://local.safeway.com/safeway/az/chandler/1159-w-chandler-blvd.html","11.16","True","True","True","False","85042"
"1566","Safeway","Safeway","","safeway","ACTIVE","4970 S Alma School Rd","Chandler","AZ","85248","US","America/Phoenix","https://local.safeway.com/safeway/az/chandler/4970-s-alma-school-rd.html","9.54","True","True","True","False","85044"
"1747","Safeway","Safeway","","safeway","ACTIVE","1031 N US Hwy 89","Chino Valley","AZ","86323","US","America/Phoenix","https://local.safeway.com/safeway/az/chino-valley/1031-n-us-hwy-89.html","56.98","True","True","False","False","86001"
"1732","Safeway","Safeway","","safeway","ACTIVE","1449 N Arizona Blvd","Coolidge","AZ","85128","US","America/Phoenix","https://local.safeway.com/safeway/az/coolidge/1449-n-arizona-blvd.html","16.06","True","True","True","False","85142"
"2052","Safeway","Safeway","","safeway","ACTIVE","1635 E Cottonwood St","Cottonwood","AZ","86326","US","America/Phoenix","https://local.safeway.com/safeway/az/cottonwood/1635-e-cottonwood-st.html","45.96","True","True","True","False","86001"
"2028","Safeway","Safeway","","safeway","ACTIVE","1201 S Plaza Way","Flagstaff","AZ","86001","US","America/Phoenix","https://local.safeway.com/safeway/az/flagstaff/1201-s-plaza-way.html","13.06","True","True","False","False","86001"
"1225","Safeway","Safeway","","safeway","ACTIVE","1500 E Cedar Ave","Flagstaff","AZ","86004","US","America/Phoenix","https://local.safeway.com/safeway/az/flagstaff/1500-e-cedar-ave.html","12.52","True","True","True","False","86001"
"270","Safeway","Safeway","","safeway","ACTIVE","4910 N Hwy 89","Flagstaff","AZ","86004","US","America/Phoenix","https://local.safeway.com/safeway/az/flagstaff/4910-n-hwy-89.html","13.91","True","True","True","False","86001"
"2835","Safeway","Safeway","","safeway","ACTIVE","3325 N Hunt Hwy","Florence","AZ","85132","US","America/Phoenix","https://local.safeway.com/safeway/az/florence/3325-n-hunt-hwy.html","117.52","True","True","True","False","85935"
"1474","Safeway","Safeway","","safeway","ACTIVE","4823 S Hwy 95","Fort Mohave","AZ","86426","US","America/Phoenix","https://local.safeway.com/safeway/az/fort-mohave/4823-s-hwy-95.html","39.89","True","True","True","False","86403"
"1291","Safeway","Safeway","","safeway","ACTIVE","13733 Fountain Hills Blvd","Fountain Hills","AZ","85268","US","America/Phoenix","https://local.safeway.com/safeway/az/fountain-hills/13733-fountain-hills-blvd.html","9.5","True","True","True","False","85260"
"343","Safeway","Safeway","","safeway","ACTIVE","3960 S Val Vista Dr","Gilbert","AZ","85297","US","America/Phoenix","https://local.safeway.com/safeway/az/gilbert/3960-s-val-vista-dr.html","11.03","True","True","True","False","85284"
"1748","Safeway","Safeway","","safeway","ACTIVE","5137 E Baseline Rd","Gilbert","AZ","85234","US","America/Phoenix","https://local.safeway.com/safeway/az/gilbert/5137-e-baseline-rd.html","7.98","True","True","True","False","85201"
"1534","Safeway","Safeway","","safeway","ACTIVE","90 S Val Vista Dr","Gilbert","AZ","85296","US","America/Phoenix","https://local.safeway.com/safeway/az/gilbert/90-s-val-vista-dr.html","10.27","True","True","True","False","85284"
"1510","Safeway","Safeway","","safeway","ACTIVE","20205 N 67th Ave #100","Glendale","AZ","85308","US","America/Phoenix","https://local.safeway.com/safeway/az/glendale/20205-n-67th-ave-100.html","9.72","True","True","True","False","85021"
"2821","Safeway","Safeway","","safeway","ACTIVE","3800 W Happy Valley Rd","Glendale","AZ","85310","US","America/Phoenix","https://local.safeway.com/safeway/az/glendale/3800-w-happy-valley-rd.html","7.62","True","True","True","False","85022"
"3187","Safeway","Safeway","","safeway","ACTIVE","240 S Hill St","Globe","AZ","85501","US","America/Phoenix","https://local.safeway.com/safeway/az/globe/240-s-hill-st.html","69.75","True","True","False","False","85552"
"1511","Safeway","Safeway","","safeway","ACTIVE","14175 W Indian School Rd","Goodyear","AZ","85395","US","America/Phoenix","https://local.safeway.com/safeway/az/goodyear/14175-w-indian-school-rd.html","144.52","True","True","True","False","85364"
"2618","Safeway","Safeway","","safeway","ACTIVE","440 N Estrella Pkwy","Goodyear","AZ","85338","US","America/Phoenix","https://local.safeway.com/safeway/az/goodyear/440-n-estrella-pkwy.html","142.08","True","True","True","False","85364"
"3151","Safeway","Safeway","","safeway","ACTIVE","9890 S Estrella Pkwy","Goodyear","AZ","85338","US","America/Phoenix","https://local.safeway.com/safeway/az/goodyear/9890-s-estrella-pkwy.html","138.06","True","True","True","False","85364"
"1771","Safeway","Safeway","","safeway","ACTIVE","1305 W Duval Mine Rd","Green Valley","AZ","85614","US","America/Phoenix","https://local.safeway.com/safeway/az/green-valley/1305-w-duval-mine-rd.html","50.75","True","True","True","False","85635"
"2044","Safeway","Safeway","","safeway","ACTIVE","260 W Continental Rd","Green Valley","AZ","85622","US","America/Phoenix","https://local.safeway.com/safeway/az/green-valley/260-w-continental-rd.html","49.66","True","True","True","False","85635"
"3189","Safeway","Safeway","","safeway","ACTIVE","702 W Hopi Dr","Holbrook","AZ","86025","US","America/Phoenix","https://local.safeway.com/safeway/az/holbrook/702-w-hopi-dr.html","95.57","True","True","True","False","86001"
"2017","Safeway","Safeway","","safeway","ACTIVE","3125 Stockton Hill Rd","Kingman","AZ","86401","US","America/Phoenix","https://local.safeway.com/safeway/az/kingman/3125-stockton-hill-rd.html","53.83","True","True","True","False","86403"
"1887","Safeway","Safeway","","safeway","ACTIVE","3970 Stockton Hill Rd","Kingman","AZ","86409","US","America/Phoenix","https://local.safeway.com/safeway/az/kingman/3970-stockton-hill-rd.html","55.4","True","True","True","False","86403"
"216","Safeway","Safeway","","safeway","ACTIVE","1650 Mcculloch Blvd N","Lake Havasu City","AZ","86403","US","America/Phoenix","https://local.safeway.com/safeway/az/lake-havasu-city/1650-mcculloch-blvd-n.html","123.86","True","True","False","False","85364"
"2709","Safeway","Safeway","","safeway","ACTIVE","5035 W Baseline Rd","Laveen","AZ","85339","US","America/Phoenix","https://local.safeway.com/safeway/az/laveen/5035-w-baseline-rd.html","7.53","True","True","True","False","85001"
"247","Safeway","Safeway","","safeway","ACTIVE","1225 W Guadalupe","Mesa","AZ","85202","US","America/Phoenix","https://local.safeway.com/safeway/az/mesa/1225-w-guadalupe.html","10.05","True","True","True","False","85251"
"2644","Safeway","Safeway","","safeway","ACTIVE","1855 N Power Rd","Mesa","AZ","85205","US","America/Phoenix","https://local.safeway.com/safeway/az/mesa/1855-n-power-rd.html","9.46","True","True","True","False","85201"
"1717","Safeway","Safeway","","safeway","ACTIVE","1902 W Main St","Mesa","AZ","85201","US","America/Phoenix","https://local.safeway.com/safeway/az/mesa/1902-w-main-st.html","11.61","True","True","True","False","85001"
"1637","Safeway","Safeway","","safeway","ACTIVE","3622 E Southern Ave","Mesa","AZ","85206","US","America/Phoenix","https://local.safeway.com/safeway/az/mesa/3622-e-southern-ave.html","10.46","True","True","True","False","85257"
"2922","Safeway","Safeway","","safeway","ACTIVE","4316 S Signal Butte Rd","Mesa","AZ","85212","US","America/Phoenix","https://local.safeway.com/safeway/az/mesa/4316-s-signal-butte-rd.html","6.99","True","True","True","False","85206"
"1229","Safeway","Safeway","","safeway","ACTIVE","465 W Mariposa Rd","Nogales","AZ","85621","US","America/Phoenix","https://local.safeway.com/safeway/az/nogales/465-w-mariposa-rd.html","45.71","True","True","True","False","85635"
"1521","Safeway","Safeway","","safeway","ACTIVE","12122 N Rancho Vistoso Blvd","Oro Valley","AZ","85755","US","America/Phoenix","https://local.safeway.com/safeway/az/oro-valley/12122-n-rancho-vistoso-blvd.html","53.4","True","True","True","False","85643"
"249","Safeway","Safeway","","safeway","ACTIVE","650 Elm St","Page","AZ","86040","US","America/Phoenix","https://local.safeway.com/safeway/az/page/650-elm-st.html","108.9","True","True","True","False","86001"
"2075","Safeway","Safeway","","safeway","ACTIVE","121 W Riverside Dr","Parker","AZ","85344","US","America/Phoenix","https://local.safeway.com/safeway/az/parker/121-w-riverside-dr.html","102.89","True","True","True","False","85364"
"1536","Safeway","Safeway","","safeway","ACTIVE","401 State Route 260","Payson","AZ","85541","US","America/Phoenix","https://local.safeway.com/safeway/az/payson/401-state-route-260.html","81.53","True","True","True","False","86001"
"1662","Safeway","Safeway","","safeway","ACTIVE","10641 W Olive Ave","Peoria","AZ","85345","US","America/Phoenix","https://local.safeway.com/safeway/az/peoria/10641-w-olive-ave.html","150.63","True","True","True","False","85364"
"1841","Safeway","Safeway","","safeway","ACTIVE","12320 N 83rd Ave","Peoria","AZ","85381","US","America/Phoenix","https://local.safeway.com/safeway/az/peoria/12320-n-83rd-ave.html","10.76","True","True","True","False","85013"
"2799","Safeway","Safeway","","safeway","ACTIVE","28455 N Vistancia Blvd","Peoria","AZ","85383","US","America/Phoenix","https://local.safeway.com/safeway/az/peoria/28455-n-vistancia-blvd.html","154.09","True","True","True","False","85364"
"72","Safeway","Safeway","","safeway","ACTIVE","8010 W Happy Valley Rd","Peoria","AZ","85383","US","America/Phoenix","https://local.safeway.com/safeway/az/peoria/8010-w-happy-valley-rd.html","9.02","True","True","True","False","85304"
"1980","Safeway","Safeway","","safeway","ACTIVE","1334 E Chandler Blvd","Phoenix","AZ","85048","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/1334-e-chandler-blvd.html","9.94","True","True","True","False","85001"
"1979","Safeway","Safeway","","safeway","ACTIVE","13440 N 7th St","Phoenix","AZ","85022","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/13440-n-7th-st.html","11.0","True","True","True","False","85001"
"2042","Safeway","Safeway","","safeway","ACTIVE","3132 E Camelback Rd","Phoenix","AZ","85016","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/3132-e-camelback-rd.html","5.32","True","True","True","False","85001"
"2651","Safeway","Safeway","","safeway","ACTIVE","340 E Mcdowell Rd","Phoenix","AZ","85004","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/340-e-mcdowell-rd.html","1.13","True","True","True","False","85001"
"240","Safeway","Safeway","","safeway","ACTIVE","3450 W Bell Rd","Phoenix","AZ","85053","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/3450-w-bell-rd.html","9.57","True","True","True","False","85013"
"3334","Safeway","Safeway","","safeway","ACTIVE","3655 W Anthem Way","Phoenix","AZ","85086","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/3655-w-anthem-way.html","105.65","True","True","True","False","86001"
"1201","Safeway","Safeway","","safeway","ACTIVE","4005 E Chandler Blvd","Phoenix","AZ","85048","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/4005-e-chandler-blvd.html","11.02","True","True","True","False","85001"
"752","Safeway","Safeway","","safeway","ACTIVE","4747 E Elliot Rd","Phoenix","AZ","85044","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/4747-e-elliot-rd.html","8.71","True","True","True","False","85001"
"2097","Safeway","Safeway","","safeway","ACTIVE","4747 E Greenway Rd","Phoenix","AZ","85032","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/4747-e-greenway-rd.html","9.29","True","True","True","False","85251"
"2716","Safeway","Safeway","","safeway","ACTIVE","4750 E Indian School Rd","Phoenix","AZ","85018","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/4750-e-indian-school-rd.html","6.14","True","True","True","False","85001"
"1654","Safeway","Safeway","","safeway","ACTIVE","4811 N 83rd Ave","Phoenix","AZ","85033","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/4811-n-83rd-ave.html","10.35","True","True","True","False","85001"
"174","Safeway","Safeway","","safeway","ACTIVE","520 W Osborn Rd","Phoenix","AZ","85013","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/520-w-osborn-rd.html","2.75","True","True","True","False","85001"
"413","Safeway","Safeway","","safeway","ACTIVE","550 E Bell Rd","Phoenix","AZ","85022","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/550-e-bell-rd.html","9.31","True","True","True","False","85013"
"1591","Safeway","Safeway","","safeway","ACTIVE","6202 S 16th St","Phoenix","AZ","85042","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/6202-s-16th-st.html","4.29","True","True","True","False","85001"
"1515","Safeway","Safeway","","safeway","ACTIVE","810 E Glendale Ave","Phoenix","AZ","85020","US","America/Phoenix","https://local.safeway.com/safeway/az/phoenix/810-e-glendale-ave.html","6.21","True","True","True","False","85001"
"2069","Safeway","Safeway","","safeway","ACTIVE","20 W White Mountain Blvd","Pinetop-Lakeside","AZ","85935","US","America/Phoenix","https://local.safeway.com/safeway/az/pinetop-lakeside/20-w-white-mountain-blvd.html","120.43","True","True","True","False","86004"
"245","Safeway","Safeway","","safeway","ACTIVE","1044 Willow Creek Rd","Prescott","AZ","86301","US","America/Phoenix","https://local.safeway.com/safeway/az/prescott/1044-willow-creek-rd.html","68.81","True","True","False","False","86001"
"274","Safeway","Safeway","","safeway","ACTIVE","450 White Spar Rd","Prescott","AZ","86303","US","America/Phoenix","https://local.safeway.com/safeway/az/prescott/450-white-spar-rd.html","70.2","True","True","True","False","86001"
"1055","Safeway","Safeway","","safeway","ACTIVE","7720 E Hwy 69","Prescott Valley","AZ","86314","US","America/Phoenix","https://local.safeway.com/safeway/az/prescott-valley/7720-e-hwy-69.html","62.44","True","True","True","False","86001"
"1819","Safeway","Safeway","","safeway","ACTIVE","18495 E Queen Creek Rd","Queen Creek","AZ","85142","US","America/Phoenix","https://local.safeway.com/safeway/az/queen-creek/18495-e-queen-creek-rd.html","9.08","True","True","True","False","85206"
"209","Safeway","Safeway","","safeway","ACTIVE","22983 E Riggs Rd","Queen Creek","AZ","85142","US","America/Phoenix","https://local.safeway.com/safeway/az/queen-creek/22983-e-riggs-rd.html","13.54","True","True","True","False","85249"
"3173","Safeway","Safeway","","safeway","ACTIVE","40950 N Ironwood Rd","San Tan Valley","AZ","85140","US","America/Phoenix","https://local.safeway.com/safeway/az/san-tan-valley/40950-n-ironwood-rd.html","12.71","True","True","True","False","85206"
