"location_id","retailer","domain_name","banner","polaris_banner_name","operating_status","address","city","state","zip_code","country","timezone","local_page","distance_miles","pickup_available","dug_available","delivery_available","non_migrated_store","first_found_from_zip"
"997","Safeway","Safeway","","safeway","","1663 Branham Ln","San Jose","CA","95118","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-jose/1663-branham-ln.html","0.69","True","True","True","False","95124"
"316","Safeway","Safeway","","safeway","","179 Branham Ln","San Jose","CA","95136","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-jose/179-branham-ln.html","4.76","True","True","True","False","95124"
"929","Safeway","Safeway","","safeway","","2558 Berryessa Rd","San Jose","CA","95132","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-jose/2558-berryessa-rd.html","9.93","True","True","True","False","94538"
"3095","Safeway","Safeway","","safeway","","2980 E Capitol Expy","San Jose","CA","95148","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-jose/2980-e-capitol-expy.html","7.8","True","True","True","False","95124"
"1574","Safeway","Safeway","","safeway","","4950 Almaden Expy","San Jose","CA","95118","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-jose/4950-almaden-expy.html","2.45","True","True","True","False","95124"
"1465","Safeway","Safeway","","safeway","","5146 Stevens Creek Blvd","San Jose","CA","95129","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-jose/5146-stevens-creek-blvd.html","6.54","True","True","True","False","94040"
"2900","Safeway","Safeway","","safeway","","5760 Cottle Rd","San Jose","CA","95123","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-jose/5760-cottle-rd.html","6.44","True","True","True","False","95124"
"767","Safeway","Safeway","","safeway","","6150 Bollinger Rd","San Jose","CA","95129","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-jose/6150-bollinger-rd.html","6.29","True","True","True","False","94040"
"695","Safeway","Safeway","","safeway","","6477 Almaden Expwy","San Jose","CA","95120","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-jose/6477-almaden-expwy.html","4.15","True","True","True","False","95124"
"994","Safeway","Safeway","","safeway","","1499 Washington Ave","San Leandro","CA","94577","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-leandro/1499-washington-ave.html","7.67","True","True","True","False","94501"
"790","Safeway","Safeway","","safeway","","555 Bancroft Ave","San Leandro","CA","94577","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-leandro/555-bancroft-ave.html","7.55","True","True","True","False","94501"
"2315","Safeway","Safeway","","safeway","","699 Lewelling Blvd","San Leandro","CA","94579","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-leandro/699-lewelling-blvd.html","11.36","True","True","True","False","94536"
"639","Safeway","Safeway","","safeway","","100 De Anza Blvd","San Mateo","CA","94402","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-mateo/100-de-anza-blvd.html","3.68","True","True","True","False","94010"
"970","Safeway","Safeway","","safeway","","1655 El Camino Real","San Mateo","CA","94402","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-mateo/1655-el-camino-real.html","3.13","True","True","True","False","94010"
"694","Safeway","Safeway","","safeway","","860 N Delaware St","San Mateo","CA","94401","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-mateo/860-n-delaware-st.html","2.07","True","True","True","False","94010"
"653","Safeway","Safeway","","safeway","","700 B St","San Rafael","CA","94901","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-rafael/700-b-st.html","1.46","True","True","True","False","94901"
"932","Safeway","Safeway","","safeway","","950 Las Gallinas Ave","San Rafael","CA","94903","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-rafael/950-las-gallinas-ave.html","3.88","True","True","True","False","94901"
"2712","Safeway","Safeway","","safeway","","11050 Bollinger Canyon Rd","San Ramon","CA","94582","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-ramon/11050-bollinger-canyon-rd.html","9.55","True","True","True","False","94566"
"982","Safeway","Safeway","","safeway","","2505 San Ramon Valley Blvd","San Ramon","CA","94583","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/san-ramon/2505-san-ramon-valley-blvd.html","12.85","True","True","True","False","94587"
"763","Safeway","Safeway","","safeway","","2605 The Alameda Ave","Santa Clara","CA","95050","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-clara/2605-the-alameda-ave.html","11.11","True","True","True","False","94538"
"700","Safeway","Safeway","","safeway","","2760 Homestead Rd","Santa Clara","CA","95051","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-clara/2760-homestead-rd.html","11.52","True","True","True","False","94538"
"1990","Safeway","Safeway","","safeway","","3970 Rivermark Plaza","Santa Clara","CA","95054","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-clara/3970-rivermark-plaza.html","12.12","True","True","True","False","94536"
"799","Safeway","Safeway","","safeway","","117 Morrissey Blvd","Santa Cruz","CA","95062","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-cruz/117-morrissey-blvd.html","38.95","True","True","True","False","95023"
"2607","Safeway","Safeway","","safeway","","2203 Mission St","Santa Cruz","CA","95060","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-cruz/2203-mission-st.html","5.26","True","True","True","False","95060"
"713","Safeway","Safeway","","safeway","","100 Calistoga Rd","Santa Rosa","CA","95409","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-rosa/100-calistoga-rd.html","15.72","True","True","True","False","94954"
"2457","Safeway","Safeway","","safeway","","1211 W College Ave","Santa Rosa","CA","95401","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-rosa/1211-w-college-ave.html","16.61","True","True","True","False","94954"
"956","Safeway","Safeway","","safeway","","1799 Marlow Rd","Santa Rosa","CA","95401","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-rosa/1799-marlow-rd.html","17.25","True","True","True","False","94954"
"1576","Safeway","Safeway","","safeway","","2300 Mendocino Ave","Santa Rosa","CA","95403","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-rosa/2300-mendocino-ave.html","16.93","True","True","True","False","94954"
"1562","Safeway","Safeway","","safeway","","2751 4th St","Santa Rosa","CA","95405","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-rosa/2751-4th-st.html","15.51","True","True","True","False","94954"
"1265","Safeway","Safeway","","safeway","","2785 Yulupa Ave","Santa Rosa","CA","95405","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/santa-rosa/2785-yulupa-ave.html","13.43","True","True","True","False","94954"
"919","Safeway","Safeway","","safeway","","12876 Saratoga Sunnyvale Rd","Saratoga","CA","95070","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/saratoga/12876-saratoga-sunnyvale-rd.html","7.39","True","True","True","False","94040"
"300","Safeway","Safeway","","safeway","","253 Mt Hermon Rd","Scotts Valley","CA","95066","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/scotts-valley/253-mt-hermon-rd.html","5.39","True","True","True","False","95060"
"933","Safeway","Safeway","","safeway","","406 N Main St","Sebastopol","CA","95472","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/sebastopol/406-n-main-st.html","17.64","True","True","True","False","94954"
"911","Safeway","Safeway","","safeway","","477 W Napa St","Sonoma","CA","95476","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/sonoma/477-w-napa-st.html","6.41","True","True","True","False","94954"
"3127","Safeway","Safeway","","safeway","","1291 Sanguinetti Rd","Sonora","CA","95370","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/sonora/1291-sanguinetti-rd.html","87.96","True","True","True","False","93612"
"1929","Safeway","Safeway","","safeway","","2720 41st Ave","Soquel","CA","95073","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/soquel/2720-41st-ave.html","36.56","True","True","True","False","95023"
"1824","Safeway","Safeway","","safeway","","1020 Johnson Ln","South Lake Tahoe","CA","96150","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/south-lake-tahoe/1020-johnson-ln.html","27.87","True","True","True","False","96161"
"2740","Safeway","Safeway","","safeway","","190 El Camino Real","South San Francisco","CA","94080","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/south-san-francisco/190-el-camino-real.html","7.34","True","True","True","False","94110"
"3116","Safeway","Safeway","","safeway","","2255 Gellert Blvd","South San Francisco","CA","94080","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/south-san-francisco/2255-gellert-blvd.html","7.29","True","True","True","False","94110"
"1769","Safeway","Safeway","","safeway","","2808 Country Club Blvd","Stockton","CA","95204","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/stockton/2808-country-club-blvd.html","66.27","True","True","True","False","95340"
"2707","Safeway","Safeway","","safeway","","6445 Pacific Ave","Stockton","CA","95207","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/stockton/6445-pacific-ave.html","67.7","True","True","True","False","95340"
"2887","Safeway","Safeway","","safeway","","150 E El Camino Real","Sunnyvale","CA","94087","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/sunnyvale/150-e-el-camino-real.html","10.32","True","True","True","False","94538"
"1196","Safeway","Safeway","","safeway","","639 S Bernardo Ave","Sunnyvale","CA","94087","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/sunnyvale/639-s-bernardo-ave.html","10.45","True","True","True","False","94538"
"1439","Safeway","Safeway","","safeway","","785 E El Camino Real","Sunnyvale","CA","94087","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/sunnyvale/785-e-el-camino-real.html","10.58","True","True","True","False","94538"
"1218","Safeway","Safeway","","safeway","","2970 Main St","Susanville","CA","96130","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/susanville/2970-main-st.html","96.61","True","True","True","False","96001"
"381","Safeway","Safeway","","safeway","","100 W River Rd","Tahoe City","CA","96145","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/tahoe-city/100-w-river-rd.html","9.81","True","True","True","False","96161"
"2600","Safeway","Safeway","","safeway","","1801 W 11th St","Tracy","CA","95376","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/tracy/1801-w-11th-st.html","89.11","True","True","True","False","93637"
"1266","Safeway","Safeway","","safeway","","11290 Donner Pass Rd","Truckee","CA","96161","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/truckee/11290-donner-pass-rd.html","141.29","True","True","True","False","96013"
"1968","Safeway","Safeway","","safeway","","3051 Countryside Dr","Turlock","CA","95380","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/turlock/3051-countryside-dr.html","81.05","True","True","True","False","93612"
"1583","Safeway","Safeway","","safeway","","653 S State St","Ukiah","CA","95482","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/ukiah/653-s-state-st.html","104.57","True","True","True","False","96001"
"1197","Safeway","Safeway","","safeway","","1790 Decoto Rd","Union City","CA","94587","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/union-city/1790-decoto-rd.html","1.83","True","True","True","False","94536"
"1109","Safeway","Safeway","","safeway","","2090 Harbison Dr","Vacaville","CA","95687","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/vacaville/2090-harbison-dr.html","16.27","True","True","True","False","95616"
"1631","Safeway","Safeway","","safeway","","122 Robles Dr","Vallejo","CA","94591","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/vallejo/122-robles-dr.html","17.38","True","True","True","False","95476"
"968","Safeway","Safeway","","safeway","","709 Lincoln Rd W","Vallejo","CA","94590","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/vallejo/709-lincoln-rd-w.html","15.89","True","True","True","False","95476"
"697","Safeway","Safeway","","safeway","","1972 Tice Valley Blvd","Walnut Creek","CA","94595","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/walnut-creek/1972-tice-valley-blvd.html","7.8","True","True","True","False","94611"
"3026","Safeway","Safeway","","safeway","","2800 Ygnacio Valley Rd","Walnut Creek","CA","94598","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/walnut-creek/2800-ygnacio-valley-rd.html","9.32","True","True","True","False","94506"
"917","Safeway","Safeway","","safeway","","600 S Broadway","Walnut Creek","CA","94596","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/walnut-creek/600-s-broadway.html","9.47","True","True","True","False","94506"
"936","Safeway","Safeway","","safeway","","710 Bancroft Rd","Walnut Creek","CA","94598","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/walnut-creek/710-bancroft-rd.html","10.11","True","True","True","False","94506"
"965","Safeway","Safeway","","safeway","","845 S Main St","Willits","CA","95490","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/willits/845-s-main-st.html","91.88","True","True","True","False","96001"
"1434","Safeway","Safeway","","safeway","","9080 Brooks Rd","Windsor","CA","95492","US","America/Los_Angeles","https://local.safeway.com/safeway/ca/windsor/9080-brooks-rd.html","78.12","True","True","True","False","95437"
"2001","Vons","Vons","","vons","","5671 Kanan Rd","Agoura","CA","91301","US","America/Los_Angeles","https://local.vons.com/ca/agoura/5671-kanan-rd.html","13.48","True","True","True","False","93012"
"2328","Vons","Vons","","vons","","130 W Lincoln","Anaheim","CA","92805","US","America/Los_Angeles","https://local.vons.com/ca/anaheim/130-w-lincoln.html","5.67","True","True","True","False","90620"
"2103","Vons","Vons","","vons","","5600 Santa Ana Canyon Rd","Anaheim","CA","92807","US","America/Los_Angeles","https://local.vons.com/ca/anaheim/5600-santa-ana-canyon-rd.html","8.49","True","True","True","False","91709"
"2216","Vons","Vons","","vons","","8010 E Santa Ana Canyon Rd","Anaheim Hills","CA","92808","US","America/Los_Angeles","https://local.vons.com/ca/anaheim-hills/8010-e-santa-ana-canyon-rd.html","6.55","True","True","True","False","91709"
"3208","Vons","Vons","","vons","","745 W Naomi Ave","Arcadia","CA","91007","US","America/Los_Angeles","https://local.vons.com/ca/arcadia/745-w-naomi-ave.html","7.02","True","True","True","False","91001"
"2314","Vons","Vons","","vons","","7135 El Camino Real","Atascadero","CA","93422","US","America/Los_Angeles","https://local.vons.com/ca/atascadero/7135-el-camino-real.html","17.03","True","True","True","False","93401"
"2033","Vons","Vons","","vons","","4500 Coffee Rd","Bakersfield","CA","93308","US","America/Los_Angeles","https://local.vons.com/ca/bakersfield/4500-coffee-rd.html","68.52","True","True","True","False","93230"
"1969","Vons","Vons","","vons","","5700 Stockdale Hwy","Bakersfield","CA","93309","US","America/Los_Angeles","https://local.vons.com/ca/bakersfield/5700-stockdale-hwy.html","71.93","True","True","True","False","93230"
"2420","Vons","Vons","","vons","","9000 Ming Ave","Bakersfield","CA","93311","US","America/Los_Angeles","https://local.vons.com/ca/bakersfield/9000-ming-ave.html","84.63","True","True","True","False","93401"
"2374","Vons","Vons","","vons","","42170 Big Bear Blvd","Big Bear Lake","CA","92315","US","America/Los_Angeles","https://local.vons.com/ca/big-bear-lake/42170-big-bear-blvd.html","20.42","True","True","False","False","92346"
"1753","Vons","Vons","","vons","","1190 N Main St","Bishop","CA","93514","US","America/Los_Angeles","https://local.vons.com/ca/bishop/1190-n-main-st.html","92.15","True","True","False","False","93277"
"2130","Vons","Vons","","vons","","4404 Bonita Rd","Bonita","CA","91902","US","America/Los_Angeles","https://local.vons.com/ca/bonita/4404-bonita-rd.html","84.58","True","True","True","False","92231"
"1767","Vons","Vons","","vons","","475 W Main St","Brawley","CA","92227","US","America/Los_Angeles","https://local.vons.com/ca/brawley/475-w-main-st.html","20.58","True","True","True","False","92231"
"3083","Vons","Vons","","vons","","301 N Pass Ave","Burbank","CA","91505","US","America/Los_Angeles","https://local.vons.com/ca/burbank/301-n-pass-ave.html","13.12","True","True","True","False","91324"
"2094","Vons","Vons","","vons","","5275 Mission Oaks Blvd","Camarillo","CA","93012","US","America/Los_Angeles","https://local.vons.com/ca/camarillo/5275-mission-oaks-blvd.html","41.48","True","True","True","False","93103"
"3431","Vons","Vons","","vons","","940 Arneill Rd","Camarillo","CA","93010","US","America/Los_Angeles","https://local.vons.com/ca/camarillo/940-arneill-rd.html","39.47","True","True","True","False","93103"
"2142","Vons","Vons","","vons","","2560 El Camino Real","Carlsbad","CA","92008","US","America/Los_Angeles","https://local.vons.com/ca/carlsbad/2560-el-camino-real.html","21.9","True","True","True","False","92590"
"2065","Vons","Vons","","vons","","6951 El Camino Real","Carlsbad","CA","92009","US","America/Los_Angeles","https://local.vons.com/ca/carlsbad/6951-el-camino-real.html","3.99","True","True","True","False","92008"
"2343","Vons","Vons","","vons","","985 Tamarack Ave","Carlsbad","CA","92008","US","America/Los_Angeles","https://local.vons.com/ca/carlsbad/985-tamarack-ave.html","1.09","True","True","True","False","92008"
"1671","Vons","Vons","","vons","","20440 Devonshire St","Chatsworth","CA","91311","US","America/Los_Angeles","https://local.vons.com/ca/chatsworth/20440-devonshire-st.html","20.6","True","True","True","False","93015"
"2100","Vons","Vons","","vons","","9860 National Blvd","Cheviot Hills","CA","90034","US","America/Los_Angeles","https://local.vons.com/ca/cheviot-hills/9860-national-blvd.html","8.37","True","True","True","False","91423"
"2826","Vons","Vons","","vons","","1745 Eastlake Pkwy","Chula Vista","CA","91915","US","America/Los_Angeles","https://local.vons.com/ca/chula-vista/1745-eastlake-pkwy.html","80.55","True","True","True","False","92231"
"2071","Vons","Vons","","vons","","2250 Otay Lakes Rd","Chula Vista","CA","91915","US","America/Los_Angeles","https://local.vons.com/ca/chula-vista/2250-otay-lakes-rd.html","80.78","True","True","True","False","92231"
"2155","Vons","Vons","","vons","","550 E Baseline Rd","Claremont","CA","91711","US","America/Los_Angeles","https://local.vons.com/ca/claremont/550-e-baseline-rd.html","5.37","True","True","True","False","91701"
"1756","Vons","Vons","","vons","","1650 Herndon Ave","Clovis","CA","93611","US","America/Los_Angeles","https://local.vons.com/ca/clovis/1650-herndon-ave.html","38.43","True","True","True","False","93230"
"2701","Vons","Vons","","vons","","3100 Fowler Ave","Clovis","CA","93611","US","America/Los_Angeles","https://local.vons.com/ca/clovis/3100-fowler-ave.html","35.64","True","True","True","False","93230"
"2596","Vons","Vons","","vons","","369 Magnolia Ave","Corona","CA","92879","US","America/Los_Angeles","https://local.vons.com/ca/corona/369-magnolia-ave.html","11.7","True","True","True","False","91709"
"2381","Vons","Vons","","vons","","535 N Mckinley St","Corona","CA","92879","US","America/Los_Angeles","https://local.vons.com/ca/corona/535-n-mckinley-st.html","14.66","True","True","True","False","91730"
"2364","Vons","Vons","","vons","","868 Orange Ave","Coronado","CA","92118","US","America/Los_Angeles","https://local.vons.com/ca/coronado/868-orange-ave.html","7.64","True","True","True","False","91910"
"2513","Vons","Vons","","vons","","185 E 17th St","Costa Mesa","CA","92627","US","America/Los_Angeles","https://local.vons.com/ca/costa-mesa/185-e-17th-st.html","5.57","True","True","True","False","92612"
"1736","Vons","Vons","","vons","","2701 B Harbor Blvd","Costa Mesa","CA","92626","US","America/Los_Angeles","https://local.vons.com/ca/costa-mesa/2701-b-harbor-blvd.html","5.37","True","True","True","False","92612"
"2056","Vons","Vons","","vons","","932 E Badillo St","Covina","CA","91724","US","America/Los_Angeles","https://local.vons.com/ca/covina/932-e-badillo-st.html","9.04","True","True","True","False","91006"
"2348","Vons","Vons","","vons","","2606 Del Mar Heights Rd","Del Mar","CA","92014","US","America/Los_Angeles","https://local.vons.com/ca/del-mar/2606-del-mar-heights-rd.html","13.81","True","True","True","False","92008"
"2177","Vons","Vons","","vons","","14200 Palm Dr","Desert Hot Springs","CA","92240","US","America/Los_Angeles","https://local.vons.com/ca/desert-hot-springs/14200-palm-dr.html","22.74","True","True","True","False","92201"
"3044","Vons","Vons","","vons","","1201 Avocado Blvd","El Cajon","CA","92020","US","America/Los_Angeles","https://local.vons.com/ca/el-cajon/1201-avocado-blvd.html","80.36","True","True","True","False","92231"
"2406","Vons","Vons","","vons","","750 N Imperial Ave","El Centro","CA","92243","US","America/Los_Angeles","https://local.vons.com/ca/el-centro/750-n-imperial-ave.html","8.05","True","True","True","False","92231"
"2144","Vons","Vons","","vons","","262 N El Camino Real","Encinitas","CA","92024","US","America/Los_Angeles","https://local.vons.com/ca/encinitas/262-n-el-camino-real.html","7.09","True","True","True","False","92008"
"2859","Vons","Vons","","vons","","453 Santa Fe Dr","Encinitas","CA","92024","US","America/Los_Angeles","https://local.vons.com/ca/encinitas/453-santa-fe-dr.html","7.68","True","True","True","False","92008"
"2345","Vons","Vons","","vons","","1000 W El Norte Pkwy","Escondido","CA","92026","US","America/Los_Angeles","https://local.vons.com/ca/escondido/1000-w-el-norte-pkwy.html","23.29","True","True","True","False","92590"
"2049","Vons","Vons","","vons","","330 W El Norte Pkwy","Escondido","CA","92026","US","America/Los_Angeles","https://local.vons.com/ca/escondido/330-w-el-norte-pkwy.html","13.12","True","True","True","False","92008"
"2344","Vons","Vons","","vons","","351 W Felicita Ave","Escondido","CA","92025","US","America/Los_Angeles","https://local.vons.com/ca/escondido/351-w-felicita-ave.html","1.61","True","True","True","False","92025"
"2442","Vons","Vons","","vons","","636 Ventura St","Fillmore","CA","93015","US","America/Los_Angeles","https://local.vons.com/ca/fillmore/636-ventura-st.html","68.88","True","True","True","False","93301"
"1742","Vons","Vons","","vons","","7390 Cherry Ave","Fontana","CA","92336","US","America/Los_Angeles","https://local.vons.com/ca/fontana/7390-cherry-ave.html","7.17","True","True","True","False","91701"
"1754","Vons","Vons","","vons","","5638 E Kings Canyon","Fresno","CA","93727","US","America/Los_Angeles","https://local.vons.com/ca/fresno/5638-e-kings-canyon.html","31.49","True","True","True","False","93230"
"2188","Vons","Vons","","vons","","8949 N Cedar Ave","Fresno","CA","93720","US","America/Los_Angeles","https://local.vons.com/ca/fresno/8949-n-cedar-ave.html","40.85","True","True","True","False","93230"
"2041","Vons","Vons","","vons","","11861 Valley View St","Garden Grove","CA","92845","US","America/Los_Angeles","https://local.vons.com/ca/garden-grove/11861-valley-view-st.html","3.76","True","True","True","False","90620"
"2176","Vons","Vons","","vons","","12961 W Chapman Ave","Garden Grove","CA","92840","US","America/Los_Angeles","https://local.vons.com/ca/garden-grove/12961-w-chapman-ave.html","7.1","True","True","True","False","90620"
"1625","Vons","Vons","","vons","","1260 W Redondo Beach Blvd","Gardena","CA","90247","US","America/Los_Angeles","https://local.vons.com/ca/gardena/1260-w-redondo-beach-blvd.html","6.19","True","True","True","False","90001"
"2254","Vons","Vons","","vons","","311 W Los Feliz Blvd","Glendale","CA","91204","US","America/Los_Angeles","https://local.vons.com/ca/glendale/311-w-los-feliz-blvd.html","8.78","True","True","True","False","91352"
"1707","Vons","Vons","","vons","","561 N Glendale Ave","Glendale","CA","91206","US","America/Los_Angeles","https://local.vons.com/ca/glendale/561-n-glendale-ave.html","12.45","True","True","True","False","91342"
"2169","Vons","Vons","","vons","","435 W Foothill Blvd","Glendora","CA","91741","US","America/Los_Angeles","https://local.vons.com/ca/glendora/435-w-foothill-blvd.html","8.87","True","True","True","False","91006"
"2250","Vons","Vons","","vons","","16830 San Fernando Mission Blvd","Granada Hills","CA","91344","US","America/Los_Angeles","https://local.vons.com/ca/granada-hills/16830-san-fernando-mission-blvd.html","12.05","True","True","True","False","93063"
"2560","Vons","Vons","","vons","","1758 W Grand Ave","Grover Beach","CA","93433","US","America/Los_Angeles","https://local.vons.com/ca/grover-beach/1758-w-grand-ave.html","8.72","True","True","True","False","93401"
"3086","Vons","Vons","","vons","","2122 S Hacienda Blvd","Hacienda Heights","CA","91745","US","America/Los_Angeles","https://local.vons.com/ca/hacienda-heights/2122-s-hacienda-blvd.html","9.07","True","True","True","False","91006"
"2090","Vons","Vons","","vons","","5922 Edinger Ave","Huntington Beach","CA","92649","US","America/Los_Angeles","https://local.vons.com/ca/huntington-beach/5922-edinger-ave.html","7.94","True","True","True","False","90620"
"3160","Vons","Vons","","vons","","8891 Atlanta Ave","Huntington Beach","CA","92646","US","America/Los_Angeles","https://local.vons.com/ca/huntington-beach/8891-atlanta-ave.html","8.34","True","True","True","False","92612"
"2502","Vons","Vons","","vons","","500 E Manchester Blvd","Inglewood","CA","90301","US","America/Los_Angeles","https://local.vons.com/ca/inglewood/500-e-manchester-blvd.html","5.91","True","True","True","False","90001"
"2598","Vons","Vons","","vons","","3233 Foothill Blvd","La Crescenta","CA","91214","US","America/Los_Angeles","https://local.vons.com/ca/la-crescenta/3233-foothill-blvd.html","11.29","True","True","True","False","91340"
"3327","Vons","Vons","","vons","","5630 Lake Murray Blvd","La Mesa","CA","91942","US","America/Los_Angeles","https://local.vons.com/ca/la-mesa/5630-lake-murray-blvd.html","84.79","True","True","True","False","92231"
"2093","Vons","Vons","","vons","","8011 University Ave","La Mesa","CA","91942","US","America/Los_Angeles","https://local.vons.com/ca/la-mesa/8011-university-ave.html","84.22","True","True","True","False","92231"
"2175","Vons","Vons","","vons","","78-271 State Hwy 111","La Quinta","CA","92253","US","America/Los_Angeles","https://local.vons.com/ca/la-quinta/78-271-state-hwy-111.html","4.58","True","True","True","False","92201"
"2832","Vons","Vons","","vons","","1600 Foothill Blvd","La Verne","CA","91750","US","America/Los_Angeles","https://local.vons.com/ca/la-verne/1600-foothill-blvd.html","10.14","True","True","True","False","91010"
"2413","Vons","Vons","","vons","","5610 Lake Isabella Blvd","Lake Isabella","CA","93240","US","America/Los_Angeles","https://local.vons.com/ca/lake-isabella/5610-lake-isabella-blvd.html","80.15","True","True","False","False","93230"
"1638","Vons","Vons","","vons","","4226 Woodruff Ave","Lakewood","CA","90713","US","America/Los_Angeles","https://local.vons.com/ca/lakewood/4226-woodruff-ave.html","9.77","True","True","True","False","90201"
"2209","Vons","Vons","","vons","","5500 Woodruff Ave","Lakewood","CA","90713","US","America/Los_Angeles","https://local.vons.com/ca/lakewood/5500-woodruff-ave.html","8.37","True","True","True","False","90201"
"2029","Vons","Vons","","vons","","4033 W Ave L","Lancaster","CA","93536","US","America/Los_Angeles","https://local.vons.com/ca/lancaster/4033-w-ave-l.html","68.18","True","True","True","False","93301"
"3076","Vons","Vons","","vons","","1820 Ximeno Ave","Long Beach","CA","90815","US","America/Los_Angeles","https://local.vons.com/ca/long-beach/1820-ximeno-ave.html","9.64","True","True","True","False","90262"
"2280","Vons","Vons","","vons","","3900 E Ocean Ave","Long Beach","CA","90803","US","America/Los_Angeles","https://local.vons.com/ca/long-beach/3900-e-ocean-ave.html","10.88","True","True","True","False","90501"
"2203","Vons","Vons","","vons","","5949 E Spring St","Long Beach","CA","90808","US","America/Los_Angeles","https://local.vons.com/ca/long-beach/5949-e-spring-st.html","11.27","True","True","True","False","90201"
"2861","Vons","Vons","","vons","","600 E Broadway","Long Beach","CA","90802","US","America/Los_Angeles","https://local.vons.com/ca/long-beach/600-e-broadway.html","10.48","True","True","True","False","90262"
"2285","Vons","Vons","","vons","","11322 Los Alamitos Blvd","Los Alamitos","CA","90720","US","America/Los_Angeles","https://local.vons.com/ca/los-alamitos/11322-los-alamitos-blvd.html","11.24","True","True","True","False","90262"
"3263","Vons","Vons","","vons","","1342 N Alvarado St","Los Angeles","CA","90026","US","America/Los_Angeles","https://local.vons.com/ca/los-angeles/1342-n-alvarado-st.html","8.8","True","True","True","False","91501"
"2268","Vons","Vons","","vons","","1430 S Fairfax Ave","Los Angeles","CA","90019","US","America/Los_Angeles","https://local.vons.com/ca/los-angeles/1430-s-fairfax-ave.html","10.44","True","True","True","False","91411"
"2261","Vons","Vons","","vons","","3461 W 3rd St","Los Angeles","CA","90020","US","America/Los_Angeles","https://local.vons.com/ca/los-angeles/3461-w-3rd-st.html","9.27","True","True","True","False","91501"
"2270","Vons","Vons","","vons","","4030 Centinela Ave","Los Angeles","CA","90066","US","America/Los_Angeles","https://local.vons.com/ca/los-angeles/4030-centinela-ave.html","10.64","True","True","True","False","90001"
